gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
dsrA	"HMM; dsrA; sulfite reductase A	 dissimilatory-type"	engineered systems	engineered systems	sulfur	
dsrB	"HMM; dsrB; sulfite reductase B	 dissimilatory-type "	engineered systems	engineered systems	sulfur	
K00394	adenylylsulfate reductase [EC:1.8.99.2] [RN:R08553]	engineered systems	engineered systems	sulfur	sulfate => H2S
K00395	adenylylsulfate reductase [EC:1.8.99.2] [RN:R08553]	engineered systems	engineered systems	sulfur	sulfate => H2S
K00956	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	engineered systems	engineered systems	sulfur	sulfate => H2S
K00957	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	engineered systems	engineered systems	sulfur	sulfate => H2S
K00958	sat; sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	engineered systems	engineered systems	sulfur	sulfate => sulfide
K00394	aprA; adenylylsulfate reductase [EC:1.8.99.2] [RN:R08553]	engineered systems	engineered systems	sulfur	sulfate => sulfide
K11180	"dsrA; sulfite reductase	 dissimilatory-type [EC:1.8.99.5] [RN:R00861]"	engineered systems	engineered systems	sulfur	sulfate => sulfide
K11181	"dsrB; sulfite reductase	 dissimilatory-type [EC:1.8.99.5] [RN:R00861]"	engineered systems	engineered systems	sulfur	sulfate => sulfide
K08352	phsA; thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]	engineered systems	engineered systems	sulfur	thiosulfate => sulfide
K01011	rhodanase	engineered systems	engineered systems	sulfur	thiosulfate => sulfide
K16950	asrA; anaerobic sulfite reductase subunit A	engineered systems	engineered systems	sulfur	thiosulfate => sulfide
K16951	asrB; anaerobic sulfite reductase subunit B	engineered systems	engineered systems	sulfur	thiosulfate => sulfide
K00385	asrC; anaerobic sulfite reductase subunit C	engineered systems	engineered systems	sulfur	thiosulfate => sulfide
K08357	ttrA; tetrathionate reductase subunit A	engineered systems	engineered systems	sulfur	tetrathionate => thiosulfate
K17222	soxA; sulfur-oxidizing protein SoxA	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K17223	soxX; sulfur-oxidizing protein SoxX	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K17224	soxB; sulfur-oxidizing protein SoxB	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K17225	soxC; S-disulfanyl-L-cysteine oxidoreductase SoxC [EC:1.8.2.6]	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K17226	soxY; sulfur-oxidizing protein SoxY	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K17227	soxZ; sulfur-oxidizing protein SoxZ	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K22622	soxD; S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]	engineered systems	engineered systems	sulfur	thiosulfate => sulfate
K06306	yaaH;spore germination protein YaaH	engineered systems	engineered systems	sporulation	sporulation
K06317	bofA;sigma-K factor-processing regulator BofA	engineered systems	engineered systems	sporulation	sporulation
K06436	yabG;sporulation-specific protease YabG	engineered systems	engineered systems	sporulation	sporulation
K06423	sspF;small acid-soluble spore protein SspF	engineered systems	engineered systems	sporulation	sporulation
K06412	spoVG;septation protein SpoVG	engineered systems	engineered systems	sporulation	sporulation / other
K04769	spoVT;stage V sporulation protein T	engineered systems	engineered systems	sporulation	sporulation
K13052	divIC;cell division protein DivIC	engineered systems	engineered systems	sporulation	sporulation
K07571	yabR;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K07114	yabS;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K08884	yabT;serine/threonine protein kinase	engineered systems	engineered systems	sporulation	sporulation
K19411	mcsA;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K19405	mcsB;ATP:guanido phosphotransferase YacI	engineered systems	engineered systems	sporulation	sporulation
K03696	clpC;negative regulator of genetic competence ClpC/MecB	engineered systems	engineered systems	sporulation	sporulation
K07067	disA;DNA integrity scanning protein DisA	engineered systems	engineered systems	sporulation	sporulation / other
K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	engineered systems	engineered systems	sporulation	sporulation
K06294	gerD;spore germination protein GerD	engineered systems	engineered systems	sporulation	germination
K01449	cwlJ;cell wall hydrolase CwlJ	engineered systems	engineered systems	sporulation	sporulation
K09190	ycgG;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K03293	ycgH;transporter	engineered systems	engineered systems	sporulation	sporulation
K09967	ycgI;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K07074	ycgL;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K06295	gerKA;spore germination protein KA	engineered systems	engineered systems	sporulation	germination
K06297	gerKC;spore germination protein KC	engineered systems	engineered systems	sporulation	germination
K06296	gerKB;spore germination protein KB	engineered systems	engineered systems	sporulation	germination
K05340	glcU;glucose uptake protein GlcU	engineered systems	engineered systems	sporulation	sporulation
K00034	gdh;glucose 1-dehydrogenase	engineered systems	engineered systems	sporulation	germination
K01077	phoB;alkaline phosphatase 3	engineered systems	engineered systems	sporulation	sporulation
K06324	cotA;spore coat protein A	engineered systems	engineered systems	sporulation	sporulation
K06366	rapH;response regulator aspartate phosphatase H	engineered systems	engineered systems	sporulation	phosphorelay
K06332	cotJA;spore coat associated protein CotJA	engineered systems	engineered systems	sporulation	sporulation
K06333	cotJB;spore coat protein CotJB	engineered systems	engineered systems	sporulation	sporulation
K06334	cotJC;spore coat peptide assembly protein CotJC	engineered systems	engineered systems	sporulation	sporulation
K22933	lplD;alpha-galacturonidase	engineered systems	engineered systems	sporulation	sporulation
K14338	yetO;bifunctional P-450/NADPH-P450 reductase 1	engineered systems	engineered systems	sporulation	sporulation
K00978	yfnH;glucose-1-phosphate cytidylyltransferase	engineered systems	engineered systems	sporulation	sporulation
K06309	yfkT;spore germination protein YfkT	engineered systems	engineered systems	sporulation	germination/ based on similarity
K06308	yfkR;spore germination protein YfkR	engineered systems	engineered systems	sporulation	germination/ based on similarity
K06307	yfkQ;hypothetical protein	engineered systems	engineered systems	sporulation	germination/ based on similarity
K07300	chaA;cation exchanger YfkE	engineered systems	engineered systems	sporulation	sporulation
K01567	pdaA;polysaccharide deacetylase PdaA	engineered systems	engineered systems	sporulation	sporulation
K06425	sspH;small acid-soluble spore protein H	engineered systems	engineered systems	sporulation	sporulation
K06428	sspK;small acid-soluble spore protein K	engineered systems	engineered systems	sporulation	sporulation
K10780	fabL;enoyl-[acyl-carrier-protein] reductase [NADPH] FabL	engineered systems	engineered systems	sporulation	sporulation
K06422	sspE;small acid-soluble spore protein gamma-type	engineered systems	engineered systems	sporulation	sporulation
K06377	spo0M;sporulation-control protein spo0M	engineered systems	engineered systems	sporulation	sporulation / other
K07180	prkA;serine protein kinase PrkA	engineered systems	engineered systems	sporulation	sporulation
K09786	yhbH;stress response UPF0229 protein YhbH	engineered systems	engineered systems	sporulation	sporulation
K06180	yhcT;RNA pseudouridine synthase YhcT	engineered systems	engineered systems	sporulation	sporulation
K06415	spoVR;stage V sporulation protein R	engineered systems	engineered systems	sporulation	sporulation
K06419	sspB;small acid-soluble spore protein B	engineered systems	engineered systems	sporulation	sporulation
K12555	pbpF;penicillin-binding protein 1F	engineered systems	engineered systems	sporulation	sporulation
K06304	gerPF;spore germination protein	engineered systems	engineered systems	sporulation	germination
K06303	gerPE;spore germination protein GerPE	engineered systems	engineered systems	sporulation	germination
K06302	gerPD;spore germination protein GerPD	engineered systems	engineered systems	sporulation	germination
K06301	gerPC;spore germination protein GerPC	engineered systems	engineered systems	sporulation	germination
K06300	gerPB;spore germination protein	engineered systems	engineered systems	sporulation	germination
K06299	gerPA;spore germination protein GerPA	engineered systems	engineered systems	sporulation	germination
K01953	asnO;asparagine synthetase 3	engineered systems	engineered systems	sporulation	sporulation
K00860	yisZ;adenylyl-sulfate kinase	engineered systems	engineered systems	sporulation	sporulation
K00958	yitA;sulfate adenylyltransferase	engineered systems	engineered systems	sporulation	sporulation
K00390	yitB;phosphoadenosine phosphosulfate reductase	engineered systems	engineered systems	sporulation	sporulation
K05979	yitC;2-phosphosulfolactate phosphatase	engineered systems	engineered systems	sporulation	sporulation
K08097	yitD;phosphosulfolactate synthase	engineered systems	engineered systems	sporulation	sporulation
K08221	yitG;MFS transporter	engineered systems	engineered systems	sporulation	sporulation
K06344	cotZ;spore coat protein Z	engineered systems	engineered systems	sporulation	sporulation
K06343	cotY;spore coat protein Y	engineered systems	engineered systems	sporulation	sporulation
K06342	cotX;spore coat protein X	engineered systems	engineered systems	sporulation	sporulation
K06341	cotW;spore coat protein W	engineered systems	engineered systems	sporulation	sporulation
K06340	cotV;spore coat protein V	engineered systems	engineered systems	sporulation	sporulation
K06339	cotT;spore coat protein	engineered systems	engineered systems	sporulation	sporulation
K01686	uxuA;mannonate dehydratase	engineered systems	engineered systems	sporulation	sporulation
K08191	exuT;hexuronate transporter	engineered systems	engineered systems	sporulation	sporulation
K00041	uxaB;altronate oxidoreductase	engineered systems	engineered systems	sporulation	sporulation
K01685	uxaA;altronate dehydratase	engineered systems	engineered systems	sporulation	sporulation
K07090	yjnA;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K07217	yjqC;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K06389	spoIISB;stage II sporulation protein SB	engineered systems	engineered systems	sporulation	sporulation / other
K06388	spoIISA;stage II sporulation protein SA	engineered systems	engineered systems	sporulation	sporulation
K20534	ykoT;glycosyltransferase YkoT	engineered systems	engineered systems	sporulation	sporulation
K01971	ligD;ATP-dependent DNA ligase YkoU	engineered systems	engineered systems	sporulation	sporulation
K10979	ykoV;DNA repair protein YkoV	engineered systems	engineered systems	sporulation	sporulation
K06421	sspD;small acid-soluble spore protein D	engineered systems	engineered systems	sporulation	sporulation
K06315	splA;transcriptional regulator SplA	engineered systems	engineered systems	sporulation	sporulation
K03716	splB;spore photoproduct lyase	engineered systems	engineered systems	sporulation	sporulation
K06437	yknT;sporulation protein cse15	engineered systems	engineered systems	sporulation	sporulation
K07175	ylaK;hypothetical protein	engineered systems	engineered systems	sporulation	sporulation
K01425	ylaM;glutaminase	engineered systems	engineered systems	sporulation	sporulation
K02259	ctaA;heme A synthase	engineered systems	engineered systems	sporulation	sporulation
K08384	spoVD;stage V sporulation protein D	engineered systems	engineered systems	sporulation	sporulation
K03588	spoVE;stage V sporulation protein E	engineered systems	engineered systems	sporulation	sporulation
K02563	murG;UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	engineered systems	engineered systems	sporulation	sporulation
K00075	murB;UDP-N-acetylenolpyruvoylglucosamine reductase	engineered systems	engineered systems	sporulation	sporulation
K03589	divIB;cell division protein DivIB	engineered systems	engineered systems	sporulation	sporulation
K06383	spoIIGA;sporulation sigma-E factor-processing peptidase	engineered systems	engineered systems	sporulation	sporulation / other
K01537	yloB;calcium-transporting ATPase	engineered systems	engineered systems	sporulation	sporulation
K12132	prkC;serine/threonine protein kinase	engineered systems	engineered systems	sporulation	germination
K06414	spoVM;stage V sporulation protein M	engineered systems	engineered systems	sporulation	sporulation
K03110	ftsY;signal recognition particle receptor FtsY	engineered systems	engineered systems	sporulation	sporulation
K06410	spoVFA;dipicolinate synthase subunit A	engineered systems	engineered systems	sporulation	sporulation
K06411	spoVFB;dipicolinate synthase subunit B	engineered systems	engineered systems	sporulation	sporulation
K00133	asd;aspartate-semialdehyde dehydrogenase	engineered systems	engineered systems	sporulation	sporulation
K00928	dapG;aspartokinase 1	engineered systems	engineered systems	sporulation	sporulation
K01714	dapA;4-hydroxy-tetrahydrodipicolinate synthase	engineered systems	engineered systems	sporulation	sporulation
K03466	spoIIIE;spore DNA translocase	engineered systems	engineered systems	sporulation	sporulation / other
K06416	spoVS;stage V sporulation protein S	engineered systems	engineered systems	sporulation	sporulation / other
K06328	cotE;spore coat protein E	engineered systems	engineered systems	sporulation	sporulation
K06413	spoVK;stage V sporulation protein K	engineered systems	engineered systems	sporulation	sporulation
K01775	yncD;alanine racemase 2	engineered systems	engineered systems	sporulation	sporulation
K06326	cotC;spore coat protein C	engineered systems	engineered systems	sporulation	sporulation
K06310	yndD;hypothetical protein	engineered systems	engineered systems	sporulation	germination/ based on similarity
K06311	yndE;spore germination protein YndE	engineered systems	engineered systems	sporulation	germination/ based on similarity
K06312	yndF;spore germination protein YndF	engineered systems	engineered systems	sporulation	germination/ based on similarity
K06335	cotM;spore coat protein M	engineered systems	engineered systems	sporulation	sporulation
K06433	sspP;small acid-soluble spore protein P	engineered systems	engineered systems	sporulation	sporulation
K06432	sspO;small acid-soluble spore protein O	engineered systems	engineered systems	sporulation	sporulation
K06431	sspN;small acid-soluble spore protein N	engineered systems	engineered systems	sporulation	sporulation
K06434	tlp;small acid-soluble spore protein Tlp	engineered systems	engineered systems	sporulation	sporulation
K07097	nrnB;oligoribonuclease NrnB	engineered systems	engineered systems	sporulation	sporulation
K01640	yngG;hydroxymethylglutaryl-CoA lyase YngG	engineered systems	engineered systems	sporulation	sporulation
K01961	yngH;biotin carboxylase 2	engineered systems	engineered systems	sporulation	sporulation
K00666	yngI;acyl-CoA synthetase YngI	engineered systems	engineered systems	sporulation	sporulation
K00483	yoaI;4-hydroxyphenylacetate 3-monooxygenase	engineered systems	engineered systems	sporulation	sporulation
